goldID	organismName	ncbiBioprojectID	ncbiTaxID	Ecosystem	EcosystemCategory	EcosystemType
Gb0011443	Mycobacterium abscessus 6G-0125-R	PRJNA65211	1001740	Host-associated	Animal	Respiratory system
Gb0011479	Escherichia coli A9619-c2 (11c)	PRJNA66217	1010815	Host-associated	Human	Unclassified
Gb0011480	Streptococcus mutans	PRJNA65321	1004153	Host-associated	NA	NA
Gb0011483	Mycobacterium abscessus 6G-0125-S	PRJNA65213	1001741	Host-associated	Animal	Respiratory system
Gb0011484	Mycobacterium abscessus 6G-0212	PRJNA65209	1001739	Host-associated	Animal	Respiratory system
Gb0011485	Mycobacterium abscessus 6G-0728-R	PRJNA65205	1001737	Host-associated	Animal	Respiratory system
Gb0011486	Mycobacterium abscessus 6G-0728-S	PRJNA65203	1001736	Host-associated	Animal	Respiratory system
Gb0011487	Mycobacterium abscessus 6G-1108	PRJNA65207	1001738	Host-associated	Animal	Respiratory system
Gb0011488	Mycobacterium colombiense CECT 3035	PRJNA67689	1041522	Host-associated	Human	Unclassified
Gb0011490	Rickettsia japonica YH	PRJNA65137	1001704	Host-associated	Human	Circulatory system
Gb0011491	Mycobacterium massiliense 1S-152-0914	PRJNA65139	1001705	Host-associated	Animal	Respiratory system
Gb0011492	Mycobacterium massiliense 1S-153-0915	PRJNA65143	1001706	Host-associated	Animal	Respiratory system
Gb0011493	Mycobacterium massiliense 1S-154-0310	PRJNA65145	1001707	Host-associated	Animal	Respiratory system
Gb0011494	Mycobacterium massiliense 2B-0107	PRJNA65151	1001710	Host-associated	Animal	Respiratory system
Gb0011495	Mycobacterium massiliense 2B-0307	PRJNA65157	1001713	Host-associated	Animal	Respiratory system
Gb0011496	Mycobacterium massiliense 2B-0626	PRJNA65147	1001708	Host-associated	Animal	Respiratory system
Gb0011529	Mycobacterium massiliense 2B-0912-R	PRJNA65153	1001711	Host-associated	Animal	Respiratory system
Gb0011530	Bifidobacterium breve JCM 1192	PRJNA65155	1001712	Host-associated	Human	Digestive system
Gb0011531	Mycobacterium massiliense 2B-1231	PRJNA65149	1001709	Host-associated	Animal	Respiratory system
Gb0011533	Mycoplasma anatis 1340, ATCC 25524	PRJNA67125	1034808	Host-associated	Birds	Unclassified
Gb0011534	Mycoplasma columbinum SF7	PRJNA67465	1037410	Host-associated	Birds	Unclassified
Gb0011536	Mycoplasma gallisepticum S6	PRJNA65551	1006581	Host-associated	Animal	Respiratory system
Gb0011537	Mycoplasma iowae 695, ATCC 33552	PRJNA68271	1048830	Host-associated	Birds	Unclassified
Gb0011538	Neisseria meningitidis NM220	PRJNA68835	1053687	Host-associated	Human	Unclassified
Gb0011541	Pasteurella multocida gallicida Anand1_poultry	PRJNA66361	1032866	Host-associated	Birds	Unclassified
Gb0011542	Pasteurella multocida multocida Anand1_buffalo	PRJNA66359	1032868	Host-associated	Animal	Respiratory system
Gb0011544	Granulicatella adiacens CC94D	PRJNA71553	1073361	Host-associated	Human	Unclassified
Gb0011545	Eikenella corrodens CC92I	PRJNA71555	1073362	Host-associated	Human	Unclassified
Gb0011546	Parabacteroides goldsteinii CC87F	PRJNA71561	1073364	Host-associated	Human	Unclassified
Gb0011547	Rothia mucilaginosa CC87LB	PRJNA71571	1073369	Host-associated	Human	Unclassified
Gb0011548	Clostridium lentocellum CC70A	PRJNA169436	1125704	Host-associated	Human	Unclassified
Gb0011549	Bacteroides stercoris CC31F	PRJNA71531	1073351	Host-associated	Human	Unclassified
Gb0011550	Bifidobacterium catenulatum JCM 1194	PRJNA169435	1125703	Host-associated	Human	Digestive system
Gb0011551	Solobacterium moorei CC57E	PRJNA71577	1073371	Host-associated	Human	Unclassified
Gb0011552	Clostridium bolteae CC43_001B	PRJNA71569	1073368	Host-associated	Human	Unclassified
Gb0011553	Pseudomonas stutzeri Lautrop AB 201, ATCC 17588	PRJNA68131	96563	Host-associated	Human	Nervous system
Gb0011555	Bifidobacterium longum longum KACC 91563	PRJNA66401	1035817	Host-associated	NA	NA
Gb0011557	Helicobacter pylori Aklavik86	PRJNA69925	1055532	Host-associated	Unclassified	Unclassified
Gb0011559	Gemella morbillorum CC57F	PRJNA71551	1073360	Host-associated	Human	Unclassified
Gb0011560	Raoultella ornithinolytica AA097	PRJNA71567	1073367	Host-associated	NA	NA
Gb0011561	Capnocytophaga sputigena CC21_001D	PRJNA71537	1073354	Host-associated	Human	Unclassified
Gb0011562	Ruminococcus gnavus CC55_001C	PRJNA71557	1073375	Host-associated	Human	Unclassified
Gb0011563	Ruminococcus lactaris CC59_002D	PRJNA71573	1073376	Host-associated	Human	Unclassified
Gb0011564	Bacteroides fragilis HMW 610	PRJNA71525	1073386	Host-associated	Human	Unclassified
Gb0011565	Bacteroides fragilis HMW 615	PRJNA71527	1073387	Host-associated	Human	Unclassified
Gb0011566	Bacteroides fragilis HMW 616	PRJNA71529	1073388	Host-associated	Human	Unclassified
Gb0011573	Escherichia coli C691-71 (14b)	PRJNA66221	1010817	Host-associated	Human	Unclassified
Gb0011581	Pasteurella multocida multocida Anand1_goat	PRJNA66363	1032869	Host-associated	Mammals	Unclassified
Gb0011582	Phaeobacter gallaeciensis ANG1	PRJNA65083	1002340	Host-associated	Mollusca	Digestive system
Gb0011585	Pseudomonas chlororaphis aureofaciens 30-84	PRJNA67533	1038921	Host-associated	Plants	Rhizoplane
Gb0011586	Pseudomonas fluorescens A506	PRJNA67529	1037911	Host-associated	Plants	Unclassified
Gb0011587	Pseudomonas fluorescens Q2-87	PRJNA67535	1038922	Host-associated	Plants	Unclassified
Gb0011588	Pseudomonas fluorescens Q8r1-96	PRJNA67537	1038923	Host-associated	Plants	Unclassified
Gb0011589	Pseudomonas fluorescens SS101	PRJNA67539	1038924	Host-associated	Plants	Rhizoplane
Gb0011591	Pseudomonas sp. BG33R	PRJNA67541	96901	Host-associated	Plants	Rhizoplane
Gb0011592	Pseudomonas tolaasii PMS117	PRJNA66663	1030145	Host-associated	Fungi	Unclassified
Gb0011594	Carnobacterium maltaromaticum ATCC 35586	PRJNA73249	1087479	Host-associated	Fish	Excretory system
Gb0011628	Raoultella planticola ATCC 33531	PRJNA65511	1005996	Host-associated	Plants	Unclassified
Gb0011630	Isosphaera pallida IS1B, ATCC 43644	PRJNA65059	1001595	Environmental	Aquatic	Thermal springs
Gb0011633	Rickettsia heilongjiangensis 054	PRJNA66907	1032845	Host-associated	Insecta	Unclassified
Gb0011634	Rickettsia typhi B9991CWPP	PRJNA65221	1003202	Host-associated	Mammals	Unclassified
Gb0011635	Helicobacter bizzozeronii CIII-1	PRJNA65019	1002804	Host-associated	Human	Digestive system
Gb0011636	Rickettsia typhi TH1527	PRJNA65219	1003201	Host-associated	Human	Circulatory system
Gb0011649	Barnesiella intestinihominis CC44_001L	PRJNA71533	1073352	Host-associated	Human	Unclassified
Gb0011650	Thermobaculum terrenum YNP1, ATCC BAA-798	PRJNA71523	1073350	Environmental	Terrestrial	Soil
Gb0011651	Anaerococcus sp. CC31C	PRJNA71521	1073349	Host-associated	Human	Unclassified
Gb0011652	Clostridium cadaveris CC88A	PRJNA71545	1073357	Host-associated	Human	Unclassified
Gb0011653	Campylobacter showae CC57C	PRJNA71535	1073353	Host-associated	Human	Unclassified
Gb0011654	Paenibacillus barengoltzii CC33_002B	PRJNA71559	1073363	Host-associated	Human	Unclassified
Gb0011655	Lactobacillus mali KCTC 3596	PRJNA68085	1046596	Host-associated	Plants	Unclassified
Gb0011656	Corynebacterium tuberculostearicum CC40_002C	PRJNA71549	1073359	Host-associated	Human	Unclassified
Gb0011657	Clostridium cadaveris CC40_001C	PRJNA71541	1073355	Host-associated	Human	Unclassified
Gb0011658	Clostridium cadaveris CC44_001G	PRJNA71543	1073356	Host-associated	Human	Unclassified
Gb0011659	Clostridium orbiscindens CC43_001K	PRJNA71547	1073358	Host-associated	Human	Unclassified
Gb0011660	Escherichia coli MS 175-1	PRJNA71579	1073372	Host-associated	Human	Unclassified
Gb0011661	Streptococcus sanguinis CC94A	PRJNA71581	1073373	Host-associated	Human	Unclassified
Gb0011662	Peptostreptococcus micros CC57A	PRJNA71539	1073374	Host-associated	Human	Unclassified
Gb0011681	Bifidobacterium animalis lactis CNCM I-2494	PRJNA67865	1042403	Host-associated	NA	NA
Gb0011692	Mycobacterium canettii CIPT 140010059	PRJNA68135	1048245	Host-associated	NA	NA
Gb0011726	Aeromonas veronii AMC24	PRJNA169433	1125687	Host-associated	Human	Digestive system
Gb0011727	Aeromonas veronii AER39	PRJNA71513	1073382	Host-associated	Human	Circulatory system
Gb0011728	Aeromonas veronii AMC34	PRJNA71515	1073383	Host-associated	Human	Digestive system
Gb0011729	Aeromonas veronii AER397	PRJNA71517	1073384	Host-associated	Human	Circulatory system
Gb0011730	Rhodothermus marinus R-10, DSM 4252	PRJNA71519	1073385	Environmental	Aquatic	Thermal springs
Gb0011731	Aeromonas hydrophila SSU	PRJNA71509	1073377	Host-associated	Human	Digestive system
Gb0011732	Aeromonas hydrophila 07-345-3437	PRJNA71511	1073378	Host-associated	Human	Unclassified
Gb0011733	Prevotella nigrescens CC14M	PRJNA71565	1073366	Host-associated	Human	Unclassified
Gb0011734	Peptostreptococcus anaerobius CC14N	PRJNA71563	1073365	Host-associated	Human	Unclassified
Gb0011735	Solobacterium moorei CC14Y	PRJNA71575	1073370	Host-associated	Human	Unclassified
Gb0011738	Escherichia coli H16	PRJNA66225	1010819	Host-associated	Human	Unclassified
Gb0011756	Solibacillus silvestris StLB046	PRJNA65037	1002809	Host-associated	Plants	Unclassified
Gb0011789	Helicobacter pylori Puno135	PRJNA69919	1055529	Host-associated	Human	Digestive system
Gb0011831	Pseudomonas viridiflava TA043	PRJNA211421	286	Host-associated	Plants	Unclassified
Gb0011843	Candidatus Arthromitus sp. SFB-1	PRJNA68497	1054942	Host-associated	Animal	Digestive system
Gb0011844	Candidatus Arthromitus sp. SFB-2	PRJNA68847	1054943	Host-associated	Mammals	Digestive system
Gb0011845	Candidatus Arthromitus sp. SFB-3	PRJNA69901	1054944	Host-associated	Animal	Digestive system
Gb0011846	Candidatus Arthromitus sp. SFB-4	PRJNA69905	1054945	Host-associated	Mammals	Unclassified
Gb0011847	Candidatus Arthromitus sp. SFB-5	PRJNA69909	1054946	Host-associated	Animal	Digestive system
Gb0011865	Tatumella ptyseos ATCC 33301	PRJNA65509	1005995	Host-associated	Animal	Respiratory system
Gb0011866	Taylorella asinigenitalis MCE3	PRJNA66041	1008459	Host-associated	Animal	Reproductive system
Gb0011869	Vibrio cholerae HC-41B1	PRJNA68605	1051362	Host-associated	Animal	Digestive system
Gb0011873	Vibrio tubiashii ATCC 19109	PRJNA68625	1051646	Host-associated	Mollusca	Unclassified
Gb0011878	Pseudomonas syringae CC94	PRJNA211414	317	Host-associated	Plants	Unclassified
Gb0011879	Pseudomonas syringae CC440	PRJNA211409	317	Host-associated	Plants	Unclassified
Gb0011880	Segniliparus rotundus CDC 1076, DSM 44985	PRJNA211412	317	Host-associated	Human	Respiratory system
Gb0011884	Pseudomonas syringae CC1466	PRJNA211394	317	Host-associated	Plants	Unclassified
Gb0011897	Clostridium sp. SY8519	PRJNA67799	1042156	Host-associated	Human	Digestive system
Gb0011902	Kyrpidia tusciae T2, DSM 2912	PRJNA60533	930780	Environmental	Aquatic	Freshwater
Gb0011903	Candidatus Nanosalina sp. J07AB43	PRJNA69911	1054947	Environmental	Aquatic	Freshwater
Gb0011904	Clostridium paraputrificum JCM 1293	PRJNA65437	1005043	Host-associated	NA	NA
Gb0011911	Escherichia coli PCN033	PRJNA64999	1001989	Host-associated	Mammals	Unclassified
Gb0011920	Kyrpidia tusciae T2, DSM 2912	PRJNA66097	1009853	Environmental	Aquatic	Freshwater
Gb0011921	Xanthomonas oryzae X8-1A	PRJNA66099	1009854	Host-associated	Plants	Unclassified
Gb0011931	Pseudomonas syringae CC1629	PRJNA211406	317	Host-associated	Plants	Unclassified
Gb0011932	Pseudomonas syringae CC1630	PRJNA211408	317	Host-associated	Plants	Unclassified
Gb0011936	Edwardsiella ictaluri ATCC 33202	PRJNA66365	1027360	Host-associated	Fish	Unclassified
Gb0011937	Edwardsiella tarda DT	PRJNA66369	1027364	Host-associated	Fish	Unclassified
Gb0011938	Eggerthella sp. YY7918	PRJNA67615	502558	Host-associated	Human	Digestive system
Gb0011963	Flavobacterium branchiophilum FL-15	PRJNA67123	1034807	Host-associated	Fish	Unclassified
Gb0011993	Escherichia coli 2254-75 (11a)	PRJNA66215	1010814	Host-associated	Human	Unclassified
Gb0011998	Escherichia coli 3006	PRJNA65999	1005565	Host-associated	Human	Excretory system
Gb0012006	Thermosipho melanesiensis BI429	PRJNA66571	1028802	Host-associated	Mollusca	Unclassified
Gb0012008	Haemophilus influenzae NTHi PittGG	PRJNA66575	1028804	Host-associated	Human	Skin
Gb0012009	Haemophilus influenzae NTHi PittEE	PRJNA66577	1028805	Host-associated	Human	Skin
Gb0012010	Alkaliphilus metalliredigens QYMF	PRJNA66579	1028806	Engineered	Wastewater	Industrial wastewater
Gb0012089	Pyrodictium abyssi DSM 6158	PRJNA66235	1010824	Environmental	Aquatic	Marine
Gb0012090	Haemophilus influenzae NTHi PittEE	PRJNA66233	1010823	Host-associated	Human	Skin
Gb0012105	Leptotrichia buccalis C-1013-b, DSM 1135	PRJNA65517	1006000	Host-associated	Human	Digestive system
Gb0012112	Lactobacillus suebicus KCTC 3549	PRJNA68083	1046595	Host-associated	Plants	Unclassified
Gb0012115	Leminorella grimontii ATCC 33999	PRJNA65515	1005999	Host-associated	Human	Digestive system
Gb0012127	Streptococcus sobrinus TCI-376	PRJNA71933	1074083	Host-associated	Animal	Digestive system
Gb0012128	Streptococcus sobrinus TCI-377	PRJNA71935	1074084	Host-associated	Animal	Digestive system
Gb0012129	Streptococcus sobrinus TCI-381	PRJNA71937	1074085	Host-associated	Animal	Digestive system
Gb0012130	Thermobispora bispora R51, DSM 43833	PRJNA71939	1074086	Engineered	Solid waste	Solid animal waste
Gb0012131	Streptococcus sobrinus TCI-392	PRJNA71941	1074088	Host-associated	Animal	Digestive system
Gb0012132	Streptococcus sobrinus TCI-395	PRJNA71943	1074089	Host-associated	Animal	Digestive system
Gb0012133	Streptococcus sobrinus TCI-396	PRJNA71945	1074090	Host-associated	Animal	Digestive system
Gb0012134	Streptococcus sobrinus TCI-50	PRJNA71881	1074056	Host-associated	Animal	Digestive system
Gb0012135	Streptococcus sobrinus TCI-53	PRJNA71883	1074057	Host-associated	Animal	Digestive system
Gb0012136	Streptococcus sobrinus TCI-54	PRJNA71885	1074058	Host-associated	Animal	Digestive system
Gb0012137	Streptococcus sobrinus TCI-56	PRJNA71887	1074059	Host-associated	Animal	Digestive system
Gb0012138	Streptococcus sobrinus TCI-61	PRJNA71889	1074060	Host-associated	Animal	Digestive system
Gb0012139	Streptococcus sobrinus TCI-77	PRJNA71891	1074061	Host-associated	Animal	Digestive system
Gb0012140	Thermomonospora curvata DSM 43183	PRJNA71893	1074062	Engineered	Solid waste	Composting
Gb0012141	Streptococcus sobrinus TCI-80	PRJNA71895	1074063	Host-associated	Animal	Digestive system
Gb0012146	Vibrio cholerae O1 Amazonia	PRJNA68553	1055325	Host-associated	Human	Unclassified
Gb0012148	Pseudomonas sp. GM60	PRJNA83093	1144334	Host-associated	Plants	Rhizoplane
Gb0012149	Pseudomonas sp. GM67	PRJNA83095	1144335	Host-associated	Plants	Rhizoplane
Gb0012150	Leptotrichia buccalis C-1013-b, DSM 1135	PRJNA83087	1144331	Host-associated	Human	Digestive system
Gb0012151	Pseudomonas sp. GM55	PRJNA83091	1144333	Host-associated	Plants	Rhizoplane
Gb0012152	Pseudomonas sp. GM48	PRJNA83085	1144330	Host-associated	Plants	Rhizoplane
Gb0012153	Pseudomonas sp. GM74	PRJNA83097	1144336	Host-associated	Plants	Rhizoplane
Gb0012154	Pseudomonas sp. GM78	PRJNA83099	1144337	Host-associated	Plants	Rhizoplane
Gb0012155	Pseudomonas sp. GM33	PRJNA83081	1144329	Host-associated	Plants	Rhizoplane
Gb0012156	Pseudomonas sp. GM84	PRJNA83105	1144340	Host-associated	Plants	Rhizoplane
Gb0012162	Treponema sp. JC4	PRJNA78303	1124982	Host-associated	Mammals	Digestive system
Gb0012167	Streptococcus sobrinus TCI-89	PRJNA71897	1074064	Host-associated	Animal	Digestive system
Gb0012168	Paenibacillus sp. HGH0039	PRJNA72483	58172	Host-associated	NA	NA
Gb0012170	Eggerthella lenta VPI 0255, DSM 2243	PRJNA72489	1078085	Host-associated	Human	Unclassified
Gb0012171	Streptomyces sp. HGB0020	PRJNA72491	1078086	Host-associated	NA	NA
Gb0012180	Pedobacter heparinus HIM 762-3, DSM 2366	PRJNA73399	487215	Environmental	Terrestrial	Soil
Gb0012183	Acidovorax sp. CF316	PRJNA83057	1144317	Host-associated	Plants	Unclassified
Gb0012184	Bradyrhizobium sp. YR681	PRJNA83113	1144344	Host-associated	Plants	Rhizoplane
Gb0012185	Brevibacillus sp. BC25	PRJNA83039	1393	Host-associated	Plants	Rhizoplane
Gb0012186	Brevibacillus sp. CF112	PRJNA83045	1144311	Host-associated	Plants	Rhizoplane
Gb0012187	Burkholderia sp. BT03	PRJNA83041	1144309	Host-associated	Plants	Rhizoplane
Gb0012188	Caulobacter sp. AP07	PRJNA83031	1144304	Host-associated	Plants	Rhizoplane
Gb0012190	Staphylococcus capitis	PRJNA83055	1144316	Host-associated	NA	NA
Gb0012191	Flavobacterium sp. CF136	PRJNA83049	1144313	Host-associated	Plants	Rhizoplane
Gb0012193	Parabacteroides sp. HGS0025	PRJNA72493	1078087	Host-associated	NA	NA
Gb0012194	Plesiomonas sp. HPP0020	PRJNA72495	1078088	Host-associated	NA	NA
Gb0012195	Bacteroides sp. HPS0048	PRJNA72497	1078089	Host-associated	NA	NA
Gb0012196	Coprococcus sp. HPP0074	PRJNA72499	1078090	Host-associated	NA	NA
Gb0012197	Coprococcus sp. HPP0048	PRJNA72501	1078091	Host-associated	NA	NA
Gb0012206	Haliangium ochraceum SMP-2, DSM 14365	PRJNA83061	1144319	Environmental	Aquatic	Marine
Gb0012207	Thermosediminibacter oceani JW/IW-1228P, DSM 16646	PRJNA83109	1144342	Environmental	Aquatic	Marine
Gb0012208	Alistipes finegoldii AHN 2437, DSM 17242	PRJNA83033	1144305	Host-associated	Human	Digestive system
Gb0012209	Tsukamurella paurometabola 33, DSM 20162	PRJNA83063	69393	Host-associated	Insecta	Unclassified
Gb0012210	Chitinophaga pinensis UQM 2034, DSM 2588	PRJNA83107	69393	Environmental	Terrestrial	Soil
Gb0012211	Phyllobacterium sp. YR531	PRJNA83111	1144343	Host-associated	Plants	Rhizoplane
Gb0012212	Rhizobium sp. AP16	PRJNA83035	1144306	Host-associated	Plants	Rhizoplane
Gb0012213	Rhizobium sp. CF122	PRJNA83047	1144312	Host-associated	Plants	Rhizoplane
Gb0012214	Rhizobium sp. CF142	PRJNA83051	1144314	Host-associated	Plants	Rhizoplane
Gb0012216	Rhizobium sp. PDO1-076	PRJNA78831	1125979	Host-associated	Plants	Rhizoplane
Gb0012217	Sphingobium sp. AP49	PRJNA83037	1144307	Host-associated	Plants	Rhizoplane
Gb0012218	Polaromonas sp. CF318	PRJNA83059	52972	Host-associated	Plants	Rhizoplane
Gb0012219	Variovorax sp. CF313	PRJNA83053	34073	Host-associated	Plants	Rhizoplane
Gb0012220	Haloterrigena turkmenica VKM B-1734, DSM 5511	PRJNA81939	1089544	Environmental	Terrestrial	Soil
Gb0012231	Escherichia coli O104:H4 H112180541	PRJNA68163	1048765	Host-associated	Animal	Digestive system
Gb0012232	Pasteurella multocida multocida Anand1_cattle	PRJNA66357	44283	Host-associated	Animal	Digestive system
Gb0012246	secondary endosymbiont of Ctenarytaina eucalypti Thao2000	PRJNA165193	1191524	Host-associated	Insecta	Unclassified
Gb0012265	Neisseria meningitidis 69166	PRJNA71003	1069614	Host-associated	Animal	Circulatory system
Gb0012266	Neisseria meningitidis 80179	PRJNA71009	1069617	Host-associated	Animal	Circulatory system
Gb0012267	Neisseria meningitidis 92045	PRJNA71011	1069618	Host-associated	Animal	Circulatory system
Gb0012268	Helicobacter pylori SNT49	PRJNA69921	1055530	Host-associated	Human	Unclassified
Gb0012269	Neisseria meningitidis 93003	PRJNA70991	1069608	Host-associated	Animal	Circulatory system
Gb0012270	Thermosediminibacter oceani JW/IW-1228P, DSM 16646	PRJNA70993	1069609	Environmental	Aquatic	Marine
Gb0012271	Neisseria meningitidis 98008	PRJNA71007	1069616	Host-associated	Animal	Circulatory system
Gb0012273	Neisseria meningitidis NM183	PRJNA70999	1069612	Host-associated	Animal	Circulatory system
Gb0012274	Neisseria meningitidis NM255	PRJNA70995	1069610	Host-associated	Animal	Circulatory system
Gb0012275	Neisseria meningitidis NM2657	PRJNA71013	1069619	Host-associated	Animal	Circulatory system
Gb0012276	Neisseria meningitidis NM2781	PRJNA71001	1069613	Host-associated	Animal	Circulatory system
Gb0012277	Neisseria meningitidis NM2795	PRJNA71015	1069620	Host-associated	Animal	Circulatory system
Gb0012278	Streptococcus sobrinus TCI-9	PRJNA71871	1074052	Host-associated	Animal	Digestive system
Gb0012279	Streptococcus sobrinus TCI-98	PRJNA71899	1074065	Host-associated	Animal	Digestive system
Gb0012281	Enterobacteriaceae bacterium FGI 57	PRJNA200605	693444	Host-associated	NA	NA
Gb0012282	Staphylococcus aureus aureus LGA251	PRJNA62883	985006	Host-associated	NA	NA
