organism	NCBI_taxonomy_id	NCBI_bioProjectAccession	NCBI_bioProjectID	Group	SubGroup	A1le	T1le	G1le	C1le	A2le	T2le	G2le	C2le	A4le	T4le	G4le	C4le	A1la	T1la	G1la	C1la	A2la	T2la	G2la	C2la	A4la	T4la	G4la	C4la	genomicGC	ioAle	ioTle	ioGle	ioCle	genes	genomicLen	habitatNCBI	habitatGold	habitatImg
NC_014109	Candidatus Riesia pediculicola USDA	515618	PRJNA46841	46841	Proteobacteria	Gammaproteobacteria	50935	38048	29523	19480	18878	18942	4336	5112	9334	9796	2186	1856	58394	41984	33762	21784	22336	20754	4601	5920	10783	10560	2427	2206	28.48	24307	24998	9594	9502	544	574390	HostAssociated	Environmental	Host-associated
NC_007404	Thiobacillus denitrificans ATCC 25259	292415	PRJNA58189	58189	Proteobacteria	Betaproteobacteria	238484	211729	338807	247605	21540	26677	54157	115410	13466	20352	125348	152827	160101	143043	227121	177978	15985	15229	33132	82189	10040	11543	82799	111285	66.07	16080	16370	32208	31461	2827	2909809	Multiple	Environmental	Environmental
NC_012781	Eubacterium rectale ATCC 33656	515619	PRJNA59169	59169	Firmicutes	Clostridia	562397	378126	459944	271902	105814	162082	109324	93486	126997	95257	68689	53944	115018	83926	88505	64119	20804	30873	18108	25902	21836	22880	12930	18733	41.48	52246	43619	39500	28994	3623	3449685	NA	Host-associated	Host-associated
NC_015675	Mesorhizobium opportunistum WSM2075	536019	PRJNA40861	40861	Proteobacteria	Alphaproteobacteria	469009	419273	639007	455878	47269	74108	103996	200699	35954	51904	218945	280452	437149	393366	593893	429244	43225	66850	94223	190326	33442	46884	202616	267249	62.87	112574	111990	184826	183333	6509	6884444	NA	Host-associated	Host-associated
NC_013523	Sphaerobacter thermophilus DSM 20745	479434	PRJNA41997	41997	Chloroflexi	Thermomicrobia	169071	161972	271645	188810	7145	16403	45685	98269	13974	18355	117489	103817	156989	145805	242070	178701	6943	11961	38937	88613	14021	14104	89504	111920	68.1	36713	38472	83032	78051	2440	2741033	NA	NA	Engineered
NC_013171	Anaerococcus prevotii DSM 20548	525919	PRJNA59219	59219	Firmicutes	Clostridia	312326	204264	228599	127023	91565	86827	40501	51375	69672	60079	10380	27869	73422	48803	49592	28885	20730	20494	8340	12738	14761	13285	1947	7744	36.07	44747	37019	25553	20903	1703	1883067	HostAssociated	Host-associated	Host-associated
NC_010581	Beijerinckia indica subsp. indica ATCC 9039	395963	PRJNA59057	59057	Proteobacteria	Alphaproteobacteria	279729	247401	360594	275260	40600	81837	56872	80411	27461	58554	110754	135839	256970	225786	320692	260183	39302	68109	46077	78894	28851	45207	89498	141821	57.06	108693	112527	151344	142606	3579	4170153	NA	Environmental	Environmental
NC_000917	Archaeoglobus fulgidus DSM 4304	224325	PRJNA57717	57717	Euryarchaeota	Archaeoglobi	200148	160967	206220	111362	46438	30429	56196	62163	32176	42371	39475	39578	180892	145661	184761	98490	44149	27455	51667	55975	28191	37679	35039	35582	48.58	25393	24868	23148	22672	2434	2178400	Aquatic	Environmental	NA
NC_013501	Rhodothermus marinus DSM 4252	518766	PRJNA41729	41729	Bacteroidetes/Chlorobi group	Bacteroidetes	259651	246056	375939	258187	26811	39661	60577	147309	21492	26354	172822	132806	168214	161143	238264	183706	18940	20180	33962	101389	12977	16686	101278	107146	64.54	23950	24493	45366	41403	2767	3261604	Specialized	Environmental	Environmental
NC_002491	Chlamydophila pneumoniae J138	138677	PRJNA57829	57829	Chlamydiae/Verrucomicrobia group	Chlamydiae	109488	93555	102158	74346	32688	41975	18289	18759	23761	35698	12852	14894	98184	79678	75744	71742	28164	30410	10344	20741	21542	28774	9507	17123	40.58	20910	22036	15789	13461	1069	1226564	HostAssociated	Host-associated	Host-associated
NC_016771	Bacillus cereus NC7401	334406	PRJNA82815	82815	Firmicutes	Bacilli	697585	496175	569272	349906	236130	251033	66473	78668	175727	147023	77212	31213	233296	175061	169575	130469	75197	78654	13654	36762	56052	57677	15448	19279	35.59	163152	149120	99796	72346	5408	5221581	Multiple	NA	NA
NC_016768	Mycobacterium tuberculosis KZN 4207	478433	PRJNA83619	83619	Actinobacteria	Actinobacteria	321138	304387	530648	358869	28894	54466	75055	175482	39909	51349	204614	192194	223813	206889	363554	254429	20886	32855	44739	125061	32618	30859	128772	147194	65.62	40652	42384	81925	77636	3996	4394985	HostAssociated	Host-associated	Host-associated
NC_014484	Spirochaeta thermophila DSM 6192	665571	PRJNA53037	53037	Spirochaetes	Spirochaetia	216130	215924	308475	198852	27221	30192	73213	86640	20447	27265	108802	109776	136898	127045	163353	137670	18687	11241	36792	56891	15637	11335	47896	85731	61.88	11258	12106	20259	16905	2203	2472645	NA	Environmental	Environmental
NC_006347	Bacteroides fragilis YCH46	295405	PRJNA58195	58195	Bacteroidetes/Chlorobi group	Bacteroidetes	546654	413419	475265	306360	109942	186894	91428	108609	84063	126251	99116	77741	434054	306062	346893	238299	98007	107251	51171	116871	78416	70969	65972	77537	43.27	76519	83650	64445	56306	4577	5277274	NA	Host-associated	Host-associated
NC_014751	Mycoplasma leachii PG50	880447	PRJNA60849	60849	Tenericutes	Mollicutes	161212	96764	77706	52276	63047	67990	4444	8307	25122	32104	1348	1223	72023	42379	33581	23157	27742	29665	1752	4269	11330	13666	625	612	23.75	23303	22935	7470	7182	882	1008951	NA	Host-associated	Host-associated
NC_007086	Xanthomonas campestris pv. campestris str. 8004	314565	PRJNA57595	57595	Proteobacteria	Gammaproteobacteria	361693	317221	527262	379333	31743	65509	88307	180867	28785	39884	212406	200954	277570	238886	391768	296530	25927	43920	60948	145302	23399	25520	152930	164749	64.96	98209	102634	188123	180546	4271	5148708	HostAssociated	Host-associated	Host-associated
NC_013119	Brucella microti CCM 4915	568815	PRJNA59319	59319	Proteobacteria	Alphaproteobacteria	179930	152592	226919	165375	23220	41084	35113	53788	16196	37656	72494	80214	116294	97082	140119	107800	16659	24745	19229	37070	13444	19791	40259	56581	57.23	37024	38928	51863	48742	2117	2117048	Multiple	Host-associated	Host-associated
NC_016799	Corynebacterium diphtheriae 31A	698962	PRJNA84309	84309	Actinobacteria	Actinobacteria	223380	186477	279951	203582	35987	53106	43016	66842	49108	70766	58322	72756	133366	116390	162067	131506	20464	28979	21692	44361	29443	35629	32012	57587	53.62	40557	41520	49770	45284	2381	2535346	Multiple	Host-associated	Host-associated
NC_009442	Streptococcus suis 05ZYH33	391295	PRJNA58663	58663	Firmicutes	Bacilli	283044	207001	243677	164996	67093	93363	47590	49261	56575	73919	31106	38959	91721	67326	70486	52764	22632	27280	11396	19168	17476	21954	7137	15375	41.11	48115	47227	35096	30209	2186	2096309	Multiple	Host-associated	Host-associated
NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	295319	PRJNA58201	58201	Proteobacteria	Gammaproteobacteria	386976	313293	426378	295857	72744	106644	59246	122189	42541	74863	149163	107900	276927	225018	292660	215313	52706	71919	37237	91450	31212	48058	95160	90319	52.16	131740	133872	150646	139398	4093	4585229	HostAssociated	Host-associated	Host-associated
NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483	454166	PRJNA59431	59431	Proteobacteria	Gammaproteobacteria	419811	338992	459585	318341	78730	116990	64081	131139	46106	80838	160083	115973	304415	245772	318243	235507	57966	78817	39957	100092	34638	52258	102829	99376	52.08	103729	105872	117455	107400	4562	4798660	Multiple	Environmental	Host-associated
NC_008532	Streptococcus thermophilus LMD-9	322159	PRJNA58327	58327	Firmicutes	Bacilli	243245	175634	202665	142107	56581	79464	35769	36307	46217	79331	18926	25979	53722	38314	38859	30696	13142	14866	5604	10530	9566	15628	2838	7295	39.08	93795	94166	64753	54988	1709	1856368	Multiple	NA	NA
NC_016148	Thermovirga lienii DSM 17291	580340	PRJNA77129	77129	Synergistetes	Synergistia	230430	188350	248791	140428	60571	61737	62958	53360	41586	57907	41531	46555	99524	78438	96516	63107	26828	19539	19468	29065	21359	19305	14155	24767	47.06	21051	21706	20655	16351	1850	1967774	Specialized	Environmental	Environmental
NC_008553	Methanosaeta thermophila PT	349307	PRJNA58469	58469	Euryarchaeota	Methanomicrobia	130708	112136	156423	93403	24250	22357	39094	44222	23497	22528	39808	38268	131797	112786	157714	93904	23942	22051	39228	44807	23433	22585	40123	38847	53.55	58172	57620	66908	66388	1696	1879471	NA	NA	NA
NC_016043	Taylorella asinigenitalis MCE3	1008459	PRJNA73771	73771	Proteobacteria	Betaproteobacteria	204084	150475	177335	121772	60801	73547	25795	27346	44452	65356	17302	17990	98061	73360	82010	59107	29984	34645	11336	14994	21457	28876	8452	9612	38.31	19257	19030	12012	10409	1524	1638553	NA	Host-associated	Host-associated
NC_011728	Borrelia burgdorferi ZS7	445985	PRJNA59429	59429	Spirochaetes	Spirochaetia	125686	95577	80050	45732	39952	56372	15439	7924	16001	32784	4890	5142	76187	44386	33307	24548	25814	20764	3128	10027	13763	8980	1586	3262	28.54	14145	16503	7321	5155	808	906702	HostAssociated	Host-associated	Host-associated
NC_016641	Paenibacillus terrae HPL-003	985665	PRJNA82371	82371	Firmicutes	Bacilli	746284	567528	720536	476406	145849	223449	139507	179226	129069	148497	195192	134424	231686	181006	210440	153917	47164	64781	35088	60710	40734	45705	49560	52952	46.77	166825	162535	155651	130849	5525	6083395	NA	Environmental	Environmental
NC_015164	Bacteroides salanitronis DSM 18170	667015	PRJNA63269	63269	Bacteroidetes/Chlorobi group	Bacteroidetes	402336	293886	361654	229565	74513	112514	73909	105451	54382	69918	92245	71403	348556	248414	291871	196912	74245	76325	45694	108585	53704	46514	65066	75062	46.65	92967	97200	87195	79482	3553	4242803	NA	Host-associated	Host-associated
NC_007716	Aster yellows witches'-broom phytoplasma AYWB	322098	PRJNA58297	58297	Tenericutes	Mollicutes	90981	58373	45203	38455	36129	33838	3661	8226	10668	19683	1906	6279	41376	23710	17031	15335	16245	13630	1218	4450	4570	6456	614	2641	26.89	52522	50797	18311	17891	671	706569	HostAssociated	Host-associated	Host-associated
NC_009135	Methanococcus maripaludis C5	402880	PRJNA58741	58741	Euryarchaeota	Methanococci	174346	119977	128147	73089	61059	53915	13017	24191	41260	33980	9617	9700	177225	118787	124885	73375	64367	52174	10841	25176	39976	33577	8832	10903	33	43678	44163	21593	20793	1813	1780761	Aquatic	Environmental	NA
NC_016832	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	1132507	PRJNA87001	87001	Proteobacteria	Gammaproteobacteria	411569	333900	453102	313722	77561	114176	63391	129525	46086	80148	157131	113940	294571	237411	308630	227287	56292	76605	39519	96718	33560	51304	99947	94456	52.06	128899	131136	146364	136275	4690	4768352	NA	Host-associated	Host-associated
NC_012581	Bacillus anthracis str. CDC 684	568206	PRJNA59303	59303	Firmicutes	Bacilli	622569	442589	507023	314493	210178	222775	58056	71402	156396	133434	67665	28596	312253	230545	234309	165512	102976	109113	21904	43310	76948	71365	24577	20720	35.38	152664	146834	88529	74383	5580	5230115	NA	Host-associated	Host-associated
NC_012943	Mycobacterium tuberculosis KZN 1435	478434	PRJNA59069	59069	Actinobacteria	Actinobacteria	321879	305086	531991	359855	29005	54638	75266	175790	40084	51539	205089	192562	224633	207511	364681	254991	20974	32937	44890	125474	32786	31056	128962	147487	65.61	31741	33136	63249	60119	4059	4398250	HostAssociated	Host-associated	Host-associated
NC_015174	Planctomyces brasiliensis DSM 5305	756272	PRJNA60583	60583	Planctomycetes	Planctomycetia	422017	343378	496066	354370	70832	91503	79344	168788	53616	77700	160428	150478	445620	355512	504133	374010	80187	82166	73222	186678	59916	75513	151387	170724	56.45	122484	126952	166160	158319	4768	6006602	NA	Environmental	Environmental
NC_013921	Thermoanaerobacter italicus Ab9	580331	PRJNA46241	46241	Firmicutes	Clostridia	410773	278243	308413	170671	142639	138539	47779	42170	81098	87579	28914	22994	61572	42576	42088	28143	21359	19049	4887	8130	12340	13609	2631	5184	34.15	79778	68972	45483	31066	2271	2451061	Specialized	Environmental	Environmental
NC_016906	Gordonia polyisoprenivorans VH2	1112204	PRJNA86651	86651	Actinobacteria	Actinobacteria	401625	381362	648448	466686	24773	49319	89881	209886	43883	48369	239759	280648	290842	278283	459992	352264	17577	34767	57861	156154	36232	30927	161336	219376	67.02	63620	65830	132662	127145	4945	5669805	NA	Environmental	Environmental
NC_014219	Bacillus selenitireducens MLS10	439292	PRJNA49513	49513	Firmicutes	Bacilli	419407	311966	408476	265604	86345	108336	70580	98495	61299	71091	113730	89567	181181	138811	169157	121055	38300	44364	25649	45643	27227	31758	38909	48305	48.67	71846	69354	72654	62253	3258	3592487	Multiple	Environmental	Environmental
NC_003062	Agrobacterium fabrum str. C58	176299	PRJNA57865	57865	Proteobacteria	Alphaproteobacteria	222249	195938	286096	205096	26115	43136	44400	78351	15846	40950	92941	113483	178191	151766	217851	164350	22658	30772	31321	64831	14476	26502	66961	97031	59.38	36094	38457	55644	52778	2765	2841580	Multiple	Host-associated	Host-associated
NC_013512	Sulfurospirillum deleyianum DSM 6946	525898	PRJNA41861	41861	Proteobacteria	delta/epsilon subdivisions	283453	206684	229544	149826	79112	108267	35543	32320	42665	63992	37784	33910	170700	121468	127395	94077	47568	57351	15033	25387	26473	35358	16374	28522	38.97	21703	21929	14665	13032	2265	2306351	Aquatic	Environmental	Environmental
NC_012731	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	484021	PRJNA59073	59073	Proteobacteria	Gammaproteobacteria	430980	364695	508536	353241	60167	92769	77003	173810	31427	61820	203130	163502	351193	298198	404019	298200	48257	69261	57918	149102	25027	43660	151685	156797	57.68	60504	60812	83862	78205	4992	5248520	Multiple	NA	Host-associated
NC_014334	Lactobacillus casei str. Zhang	498216	PRJNA50673	50673	Firmicutes	Bacilli	337877	246023	313386	225306	67595	114224	55233	72366	53923	74569	73496	68709	129592	98198	114356	93045	26903	39813	16057	31465	20834	29236	22268	34944	46.51	71471	71646	66534	57916	2804	2861848	Multiple	Host-associated	Host-associated
NC_014655	Leadbetterella byssophila DSM 17132	649349	PRJNA60161	60161	Bacteroidetes/Chlorobi group	Bacteroidetes	390770	288712	328940	206030	109414	137469	67648	66911	70982	90477	47992	44817	365689	261361	284845	196386	109706	105547	44345	78881	71507	74504	34333	54058	40.41	81477	83369	58948	51581	3477	4059653	NA	NA	Engineered
NC_007204	Psychrobacter arcticus 273-4	259536	PRJNA58021	58021	Proteobacteria	Gammaproteobacteria	244804	171560	228284	162108	53531	89046	35613	41683	43719	64640	37640	41846	176810	123533	156637	116131	39345	62296	22780	33698	29586	44372	23546	33523	42.8	103837	103755	80854	74636	2120	2650701	Specialized	Environmental	Environmental
NC_013407	Methanocaldococcus vulcanius M7	579137	PRJNA41131	41131	Euryarchaeota	Methanococci	165227	108849	115761	57304	58289	56310	21680	16995	34724	26887	8369	7337	183537	119775	125077	63452	64536	60601	20627	21153	39109	28565	8405	8953	31.49	53769	53809	25110	24161	1727	1746329	Specialized	Environmental	NA
NC_004572	Tropheryma whipplei str. Twist	203267	PRJNA57705	57705	Actinobacteria	Actinobacteria	91157	84694	101354	75722	19897	31852	18016	20560	21110	33190	18575	20807	44539	36473	44524	31614	10694	13201	7261	10417	10990	11852	8436	8257	46.33	25994	25800	21502	23376	808	927303	HostAssociated	Host-associated	Host-associated
NC_003361	Chlamydophila caviae GPIC	227941	PRJNA57783	57783	Chlamydiae/Verrucomicrobia group	Chlamydiae	99339	84025	91855	65494	31446	39757	15188	15088	20425	34127	10835	11056	101473	80237	77403	70980	31235	33796	9597	19076	22385	30183	8924	14505	39.22	21915	22922	15742	13704	998	1173390	HostAssociated	Host-associated	Host-associated
NC_009782	Staphylococcus aureus subsp. aureus Mu3	418127	PRJNA58817	58817	Firmicutes	Bacilli	421199	271848	299893	195197	144847	160897	28822	42954	91397	88489	28620	17399	125674	88070	82502	61350	40567	47639	7142	16792	25776	27723	6150	8422	32.88	111648	100627	57178	45344	2690	2880168	HostAssociated	NA	Host-associated
NC_009714	Campylobacter hominis ATCC BAA-381	360107	PRJNA58981	58981	Proteobacteria	delta/epsilon subdivisions	193895	127660	128821	74335	60530	71149	12795	21856	30292	35736	13356	12760	152044	98734	97325	58115	49104	52609	7781	20018	25778	25265	9756	10248	31.73	67476	64838	32502	29324	1682	1711272	HostAssociated	Host-associated	Host-associated
NC_014328	Clostridium ljungdahlii DSM 13528	748727	PRJNA50583	50583	Firmicutes	Clostridia	722076	471572	509273	277190	227530	262653	73480	57079	158767	147552	29468	25973	194640	133292	122414	81677	59491	68943	13017	22920	40203	41981	5415	11919	31.11	166916	146176	83658	57747	4184	4630065	Terrestrial	Host-associated	Host-associated
NC_000117	Chlamydia trachomatis D/UW-3/CX	272561	PRJNA57637	57637	Chlamydiae/Verrucomicrobia group	Chlamydiae	89514	78730	90164	60759	27602	36388	16554	15629	20324	30724	13657	9513	80702	69618	65084	63003	24499	25889	7845	18266	18508	26442	8333	14269	41.31	14686	15123	11865	9186	896	1042519	HostAssociated	Host-associated	Host-associated
NC_012488	Listeria monocytogenes serotype 4b str. CLIP 80459	568819	PRJNA59317	59317	Firmicutes	Bacilli	437577	301712	359659	233386	141390	142663	30158	64673	98735	95870	53874	39610	110331	81597	86322	62676	33368	35465	6257	18720	22322	28018	10807	13378	38.06	47941	41797	29774	24756	2766	2912690	Multiple	NA	Host-associated
NC_014483	Paenibacillus polymyxa E681	349520	PRJNA53477	53477	Firmicutes	Bacilli	684715	519695	658578	435481	140660	211206	126182	157077	130670	145192	162288	113325	197692	155846	180144	133708	41990	58088	28700	50080	38634	42587	37846	43016	45.79	123887	120690	112911	93333	4805	5394884	Terrestrial	Host-associated	Host-associated
NC_017050	Rickettsia prowazekii str. Katsinyian	1105095	PRJNA158055	158055	Proteobacteria	Alphaproteobacteria	120082	82097	77616	52460	38845	49366	9299	8538	21452	29850	5783	4047	74806	51339	43280	31624	23891	28927	3994	7436	13857	15949	2739	3304	29	77620	81414	34570	30183	844	1111454	NA	NA	NA
NC_012125	Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594	476213	PRJNA59063	59063	Proteobacteria	Gammaproteobacteria	413584	334408	454867	316733	77101	112041	62935	131507	46571	80170	157139	116683	302036	243419	316359	231665	58191	79324	40940	97686	34272	52754	103058	94912	52.16	120479	121466	133955	126860	4574	4833080	HostAssociated	Host-associated	Host-associated
NC_011333	Helicobacter pylori G27	563041	PRJNA59305	59305	Proteobacteria	delta/epsilon subdivisions	183174	122233	129981	81854	59733	64545	23716	30821	12707	32102	26106	22686	139857	94452	95328	64449	45191	48636	15179	25087	9730	24567	17674	19606	38.89	45564	44307	29539	26834	1493	1652982	HostAssociated	Environmental	Host-associated
