"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"GLUR"	"glutamate racemase"	"[c] : glu_DASH_D <==> glu_DASH_L"	"Reversible"	"C_c"	-1000	1000	0	"(b3967)"	"Cell Envelope Biosynthesis"
"GLUSy"	"glutamate synthase (NADPH)"	"[c] : akg + gln_DASH_L + h + nadph --> (2) glu_DASH_L + nadp"	"Irreversible"	"C_c"	0	1000	0	"(b3212 and b3213)"	"Glutamate metabolism"
"GLUTRR"	"glutamyl-tRNA reductase"	"[c] : glutrna + h + nadph --> glu1sa + nadp + trnaglu"	"Irreversible"	"C_c"	0	1000	0	"(b1210)"	"Cofactor and Prosthetic Group Biosynthesis"
"GLUTRS"	"Glutamyl-tRNA synthetase"	"[c] : atp + glu_DASH_L + trnaglu --> amp + glutrna + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b2400)"	"Cofactor and Prosthetic Group Biosynthesis"
"GLUabcpp"	"L-glutamate transport via ABC system (periplasm)"	"atp[c] + glu_DASH_L[p] + h2o[c] --> adp[c] + glu_DASH_L[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0653) and (b0654) and (b0652) and (b0655)"	"Transport, Inner Membrane"
"GLUt2rpp"	"L-glutamate transport via proton symport, reversible (periplasm)"	"glu_DASH_L[p] + h[p] <==> glu_DASH_L[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b4077)"	"Transport, Inner Membrane"
"GLUt4pp"	"Na+/glutamate symport (periplasm)"	"glu_DASH_L[p] + na1[p] --> glu_DASH_L[c] + na1[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3653)"	"Transport, Inner Membrane"
"GLUtex"	"L-glutamate transport via diffusion (extracellular to periplasm)"	"glu_DASH_L[e] <==> glu_DASH_L[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLXCL"	"glyoxalate carboligase"	"[c] : (2) glx + h --> 2h3oppan + co2"	"Irreversible"	"C_c"	0	1000	0	"(b0507)"	"Glyoxylate Metabolism"
"GLYALDtex"	"Glyceraldehyde transport via diffusion (extracellular to periplasm)"	"glyald[e] <==> glyald[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLYALDtpp"	"Glyceraldehyde facilitated diffusion (periplasm)"	"glyald[p] <==> glyald[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3927)"	"Transport, Inner Membrane"
"GLYAT"	"glycine C-acetyltransferase"	"[c] : accoa + gly <==> 2aobut + coa"	"Reversible"	"C_c"	-1000	1000	0	"(b3617)"	"Glycine and Serine Metabolism"
"GLYBabcpp"	"Glycine betaine transport via ABC system (periplasm)"	"atp[c] + glyb[p] + h2o[c] --> adp[c] + glyb[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2128) and (b2130) and (b2131) and (b2129)"	"Transport, Inner Membrane"
"GLYBt2pp"	"Glycine betaine transport via proton symport (periplasm)"	"glyb[p] + h[p] --> glyb[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1801)"	"Transport, Inner Membrane"
"GLYBtex"	"Glycine betaine transport via diffusion (extracellular to periplasm)"	"glyb[e] <==> glyb[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLYC2Ptex"	"Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)"	"glyc2p[e] <==> glyc2p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLYC3Pabcpp"	"sn-Glycerol 3-phosphate transport via ABC system (periplasm)"	"atp[c] + glyc3p[p] + h2o[c] --> adp[c] + glyc3p[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3453) and (b3451) and (b3452) and (b3450)"	"Transport, Inner Membrane"
"GLYC3Pt6pp"	"Glycerol-3-phosphate : phosphate antiporter (periplasm)"	"glyc3p[p] + pi[c] --> glyc3p[c] + pi[p]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2240)"	"Transport, Inner Membrane"
"GLYC3Ptex"	"Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)"	"glyc3p[e] <==> glyc3p[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLYCAt2rpp"	"D-glycerate transport via proton symport, reversible (periplasm)"	"glyc_DASH_R[p] + h[p] <==> glyc_DASH_R[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3127) or (b2789)"	"Transport, Inner Membrane"
"GLYCAtex"	"D-glycerate transport via diffusion (extracellular to periplasm)"	"glyc_DASH_R[e] <==> glyc_DASH_R[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLYCDx"	"Glycerol dehydrogenase"	"[c] : glyc + nad --> dha + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b3945)"	"Alternate Carbon Metabolism"
"GLYCK"	"glycerate kinase"	"[c] : atp + glyc_DASH_R --> 3pg + adp + h"	"Irreversible"	"C_c"	0	1000	0	"(b0514)"	"Glyoxylate Metabolism"
"GLYCK2"	"glycerate kinase"	"[c] : atp + glyc_DASH_R --> 2pg + adp + h"	"Irreversible"	"C_c"	0	1000	0	"(b3124)"	"Glycine and Serine Metabolism"
"GLYCL"	"Glycine Cleavage System"	"[c] : gly + nad + thf --> co2 + mlthf + nadh + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b0116) and (b2903) and (b2905) and (b2904)"	"Folate Metabolism"
"GLYCLTDx"	"Glycolate dehydrogenase (NAD)"	"[c] : glx + h + nadh --> glyclt + nad"	"Irreversible"	"C_c"	0	1000	0	"(b3553) or (b1033)"	"Glyoxylate Metabolism"
"GLYCLTDy"	"Glycolate dehydrogenase (NADP)"	"[c] : glx + h + nadph --> glyclt + nadp"	"Irreversible"	"C_c"	0	1000	0	"(b1033) or (b3553)"	"Glyoxylate Metabolism"
"GLYCLTt2rpp"	"glycolate transport via proton symport, reversible (periplasm)"	"glyclt[p] + h[p] <==> glyclt[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b3603) or (b2975)"	"Transport, Inner Membrane"
"GLYCLTt4pp"	"glycolate transport via sodium symport (periplasm)"	"glyclt[p] + na1[p] --> glyclt[c] + na1[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b4067)"	"Transport, Inner Membrane"
"GLYCLTtex"	"glycolate transport via diffusion (extracellular to periplasm)"	"glyclt[e] <==> glyclt[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLYCTO2"	"Glycolate oxidase"	"[c] : glyclt + q8 --> glx + q8h2"	"Irreversible"	"C_c"	0	1000	0	"(b4467 and b2979 and b4468)"	"Alternate Carbon Metabolism"
"GLYCTO3"	"Glycolate oxidase"	"[c] : glyclt + mqn8 --> glx + mql8"	"Irreversible"	"C_c"	0	1000	0	"(b4467 and b2979 and b4468)"	"Alternate Carbon Metabolism"
"GLYCTO4"	"Glycolate oxidase"	"[c] : 2dmmq8 + glyclt --> 2dmmql8 + glx"	"Irreversible"	"C_c"	0	1000	0	"(b4467 and b2979 and b4468)"	"Alternate Carbon Metabolism"
"GLYCtex"	"glycerol transport via diffusion (extracellular to periplasm)"	"glyc[e] <==> glyc[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GLYCtpp"	"glycerol transport via channel (periplasm)"	"glyc[c] <==> glyc[p]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(s0001) or (b3927)"	"Transport, Inner Membrane"
"GLYK"	"glycerol kinase"	"[c] : atp + glyc --> adp + glyc3p + h"	"Irreversible"	"C_c"	0	1000	0	"(b3926)"	"Alternate Carbon Metabolism"
"GLYOX"	"hydroxyacylglutathione hydrolase"	"[c] : h2o + lgt_DASH_S --> gthrd + h + lac_DASH_D"	"Irreversible"	"C_c"	0	1000	0	"(b0212)"	"Methylglyoxal Metabolism"
"GLYOX3"	"glyoxalase III"	"[c] : h2o + mthgxl --> h + lac_DASH_D"	"Irreversible"	"C_c"	0	1000	0	""	"Methylglyoxal Metabolism"
"GLYTRS"	"Glycyl-tRNA synthetase"	"[c] : atp + gly + trnagly --> amp + glytrna + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3559 and b3560)"	"tRNA Charging"
"GLYt2pp"	"glycine transport in via proton symport (periplasm)"	"gly[p] + h[p] --> gly[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b1801) or (b4208)"	"Transport, Inner Membrane"
"GLYt4pp"	"glycine transport in via sodium symport (periplasm)"	"gly[p] + na1[p] --> gly[c] + na1[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0007)"	"Transport, Inner Membrane"
"GLYtex"	"Glycine transport via diffusion (extracellular to periplasm)"	"gly[e] <==> gly[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GMAND"	"GDP-D-mannose dehydratase"	"[c] : gdpmann --> gdpddman + h2o"	"Irreversible"	"C_c"	0	1000	0	"(b2053)"	"Cell Envelope Biosynthesis"
"GMHEPAT"	"D-glycero-D-manno-hepose 1-phosphate adenyltransferase"	"[c] : atp + gmhep1p + h --> adphep_DASH_DD + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b3052)"	"Lipopolysaccharide Biosynthesis / Recycling"
"GMHEPK"	"D-glycero-D-manno-heptose 7-phosphate kinase"	"[c] : atp + gmhep7p --> adp + gmhep17bp + h"	"Irreversible"	"C_c"	0	1000	0	"(b3052)"	"Lipopolysaccharide Biosynthesis / Recycling"
"GMHEPPA"	"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase"	"[c] : gmhep17bp + h2o --> gmhep1p + pi"	"Irreversible"	"C_c"	0	1000	0	"(b0200)"	"Lipopolysaccharide Biosynthesis / Recycling"
"GMPR"	"GMP reductase"	"[c] : gmp + (2) h + nadph --> imp + nadp + nh4"	"Irreversible"	"C_c"	0	1000	0	"(b0104)"	"Purine and Pyrimidine Biosynthesis"
"GMPS2"	"GMP synthase"	"[c] : atp + gln_DASH_L + h2o + xmp --> amp + glu_DASH_L + gmp + (2) h + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b2507)"	"Purine and Pyrimidine Biosynthesis"
"GMPtex"	"GMP transport via diffusion (extracellular to periplasm)"	"gmp[e] <==> gmp[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GND"	"phosphogluconate dehydrogenase"	"[c] : 6pgc + nadp --> co2 + nadph + ru5p_DASH_D"	"Irreversible"	"C_c"	0	1000	0	"(b2029)"	"Pentose Phosphate Pathway"
"GNK"	"gluconokinase"	"[c] : atp + glcn --> 6pgc + adp + h"	"Irreversible"	"C_c"	0	1000	0	"(b3437) or (b4268)"	"Alternate Carbon Metabolism"
"GOFUCR"	"GDP-4-oxo-L-fucose reductase"	"[c] : gdpofuc + h + nadph --> gdpfuc + nadp"	"Irreversible"	"C_c"	0	1000	0	"(b2052)"	"Cell Envelope Biosynthesis"
"GP4GH"	"Gp4G hydrolase"	"[c] : gp4g + h2o --> (2) gdp + (2) h"	"Irreversible"	"C_c"	0	1000	0	"(b0049)"	"Nucleotide Salvage Pathway"
"GPDDA1"	"Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)"	"[c] : g3pc + h2o --> chol + glyc3p + h"	"Irreversible"	"C_c"	0	1000	0	"(b3449)"	"Glycerophospholipid Metabolism"
"GPDDA1pp"	"Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)"	"[p] : g3pc + h2o --> chol + glyc3p + h"	"Irreversible"	"C_p"	0	1000	0	"(b2239)"	"Glycerophospholipid Metabolism"
"GPDDA2"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)"	"[c] : g3pe + h2o --> etha + glyc3p + h"	"Irreversible"	"C_c"	0	1000	0	"(b3449)"	"Glycerophospholipid Metabolism"
"GPDDA2pp"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)"	"[p] : g3pe + h2o --> etha + glyc3p + h"	"Irreversible"	"C_p"	0	1000	0	"(b2239)"	"Glycerophospholipid Metabolism"
"GPDDA3"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)"	"[c] : g3ps + h2o --> glyc3p + h + ser_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b3449)"	"Glycerophospholipid Metabolism"
"GPDDA3pp"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)"	"[p] : g3ps + h2o --> glyc3p + h + ser_DASH_L"	"Irreversible"	"C_p"	0	1000	0	"(b2239)"	"Glycerophospholipid Metabolism"
"GPDDA4"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)"	"[c] : g3pg + h2o --> glyc3p + glyc + h"	"Irreversible"	"C_c"	0	1000	0	"(b3449)"	"Glycerophospholipid Metabolism"
"GPDDA4pp"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)"	"[p] : g3pg + h2o --> glyc3p + glyc + h"	"Irreversible"	"C_p"	0	1000	0	"(b2239)"	"Glycerophospholipid Metabolism"
"GPDDA5"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)"	"[c] : g3pi + h2o --> glyc3p + h + inost"	"Irreversible"	"C_c"	0	1000	0	"(b3449)"	"Glycerophospholipid Metabolism"
"GPDDA5pp"	"Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)"	"[p] : g3pi + h2o --> glyc3p + h + inost"	"Irreversible"	"C_p"	0	1000	0	"(b2239)"	"Glycerophospholipid Metabolism"
"GRTT"	"geranyltranstransferase"	"[c] : grdp + ipdp --> frdp + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0421)"	"Cofactor and Prosthetic Group Biosynthesis"
"GRXR"	"glutaredoxin reductase"	"[c] : grxox + (2) gthrd --> grxrd + gthox"	"Irreversible"	"C_c"	0	1000	0	"(b0849) or (b1064) or (b1654) or (b3610)"	"Unassigned"
"GSNK"	"guanosine kinase"	"[c] : atp + gsn --> adp + gmp + h"	"Irreversible"	"C_c"	0	1000	0	"(b0477)"	"Nucleotide Salvage Pathway"
"GSNt2pp"	"guanosine transport in via proton symport (periplasm)"	"gsn[p] + h[p] --> gsn[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b2964)"	"Transport, Inner Membrane"
"GSNtex"	"guanosine transport via diffusion (extracellular to periplasm)"	"gsn[e] <==> gsn[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GSPMDA"	"Glutathionylspermidine amidase"	"[c] : gtspmd + h2o --> gthrd + spmd"	"Irreversible"	"C_c"	0	1000	0	"(b2988)"	"Arginine and Proline Metabolism"
"GSPMDS"	"Glutathionylspermidine synthetase"	"[c] : atp + gthrd + spmd --> adp + gtspmd + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b2988)"	"Arginine and Proline Metabolism"
"GTHOXtex"	"glutathione (ox) transport via diffusion (extracellular to periplasm)"	"gthox[e] <==> gthox[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GTHOr"	"glutathione oxidoreductase"	"[c] : gthox + h + nadph <==> (2) gthrd + nadp"	"Reversible"	"C_c"	-1000	1000	0	"(b3500)"	"Cofactor and Prosthetic Group Biosynthesis"
"GTHRDHpp"	"glutathione hydralase (periplasmic)"	"[p] : gthrd + h2o --> cgly + glu_DASH_L"	"Irreversible"	"C_p"	0	1000	0	"(b3447)"	"Cofactor and Prosthetic Group Biosynthesis"
"GTHRDabc2pp"	"glutathione export via ABC system (cytoplasm to periplasm)"	"atp[c] + gthrd[c] + h2o[c] --> adp[c] + gthrd[p] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0887) and (b0886)"	"Transport, Inner Membrane"
"GTHRDabcpp"	"Reduced glutathione via ABC system (periplasm)"	"atp[c] + gthrd[p] + h2o[c] --> adp[c] + gthrd[c] + h[c] + pi[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b0829) and (b0832) and (b0831) and (b0830)"	"Transport, Inner Membrane"
"GTHRDtex"	"glutathione transport via diffusion (extracellular to periplasm)"	"gthrd[e] <==> gthrd[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GTHS"	"glutathione synthetase"	"[c] : atp + glucys + gly --> adp + gthrd + h + pi"	"Irreversible"	"C_c"	0	1000	0	"(b2947)"	"Cofactor and Prosthetic Group Biosynthesis"
"GTPCI"	"GTP cyclohydrolase I"	"[c] : gtp + h2o --> ahdt + for + h"	"Irreversible"	"C_c"	0	1000	0	"(b2153)"	"Cofactor and Prosthetic Group Biosynthesis"
"GTPCII2"	"GTP cyclohydrolase II (25drapp)"	"[c] : gtp + (3) h2o --> 25drapp + for + (2) h + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b1277)"	"Cofactor and Prosthetic Group Biosynthesis"
"GTPDPDP"	"guanosine-5'-triphosphate,3'-diphosphate diphosphatase"	"[c] : gdptp + h2o --> h + pi + ppgpp"	"Irreversible"	"C_c"	0	1000	0	"(b3779)"	"Cofactor and Prosthetic Group Biosynthesis"
"GTPDPK"	"GTP diphosphokinase"	"[c] : atp + gtp --> amp + gdptp + h"	"Irreversible"	"C_c"	0	1000	0	"(b2784)"	"Cofactor and Prosthetic Group Biosynthesis"
"GTPHs"	"GTP amine hydrolysis (spontaneous)"	"[c] : gtp + h2o + h --> nh4 + xtp"	"Irreversible"	"C_c"	0	1000	0	"(s0001)"	"Nucleotide Salvage Pathway"
"GTPtex"	"GTP transport via diffusion (extracellular to periplasm)"	"gtp[e] <==> gtp[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"GUAD"	"guanine deaminase"	"[c] : gua + h2o + h --> nh4 + xan"	"Irreversible"	"C_c"	0	1000	0	"(b2883)"	"Nucleotide Salvage Pathway"
"GUAPRT"	"guanine phosphoribosyltransferase"	"[c] : gua + prpp --> gmp + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0125) or (b0238)"	"Nucleotide Salvage Pathway"
"GUAt2pp"	"guanine transport in via proton symport (periplasm)"	"gua[p] + h[p] --> gua[c] + h[c]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(b3654)"	"Transport, Inner Membrane"
"GUAtex"	"Guanine transport via diffusion (extracellular to periplasm)"	"gua[e] <==> gua[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0411)"	"Transport, Outer Membrane"
"GUAtpp"	"Guanine transport via diffusion (periplasm)"	"gua[p] <==> gua[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	""	"Transport, Inner Membrane"
"GUI1"	"glucuronate isomerase (D-glucuronate)"	"[c] : glcur <==> fruur"	"Reversible"	"C_c"	-1000	1000	0	"(b3092)"	"Alternate Carbon Metabolism"
"GUI2"	"glucuronate isomerase (D-galacturonate)"	"[c] : galur <==> tagur"	"Reversible"	"C_c"	-1000	1000	0	"(b3092)"	"Alternate Carbon Metabolism"
"GUR1PPpp"	"Glucuronate 1-phosphate phosphatase (periplasm)"	"[p] : glcur1p + h2o --> glcur + pi"	"Irreversible"	"C_p"	0	1000	0	""	"Alternate Carbon Metabolism"
"H2O2tex"	"hydrogen peroxide transport via diffusion (external)"	"h2o2[e] <==> h2o2[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b1377) or (b2215) or (b0929) or (b0241)"	"Transport, Outer Membrane Porin"
"H2Otex"	"H2O transport via diffusion (extracellular to periplasm)"	"h2o[e] <==> h2o[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b1377) or (b0957) or (b0929) or (s0001) or (b0241) or (b1319) or (b3875) or (b2215)"	"Transport, Outer Membrane"
"H2Otpp"	"H2O transport via diffusion (periplasm)"	"h2o[p] <==> h2o[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(s0001) or (b0875)"	"Transport, Inner Membrane"
"H2SO"	"Hydrogen sulfide oxidation"	"[c] : h2s + (2) o2 --> (2) h + so4"	"Irreversible"	"C_c"	0	1000	0	""	"Inorganic Ion Transport and Metabolism"
"H2St1pp"	"h2s transport (periplasm)"	"h2s[c] --> h2s[p]"	"Irreversible"	"C_c, C_p"	0	1000	0	"(s0001)"	"Transport, Inner Membrane"
"H2Stex"	"h2s transport via diffusion (extracellular to periplasm)"	"h2s[e] <==> h2s[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"H2tex"	"hydrogen transport via diffusion (extracellular to periplasm)"	"h2[e] <==> h2[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b0929) or (b1377) or (b0241) or (b2215)"	"Transport, Outer Membrane Porin"
"H2tpp"	"hydrogen transport diffusion (periplasm)"	"h2[p] <==> h2[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(s0001)"	"Transport, Inner Membrane"
"HACD1i"	" 3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)"	"[c] : 3hbcoa + nad --> aacoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2341) or (b3846)"	"Membrane Lipid Metabolism"
"HACD2i"	" 3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)"	"[c] : 3hhcoa + nad --> 3ohcoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2341) or (b3846)"	"Membrane Lipid Metabolism"
"HACD3i"	" 3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)"	"[c] : 3hocoa + nad --> 3oocoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2341) or (b3846)"	"Membrane Lipid Metabolism"
"HACD4i"	" 3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)"	"[c] : 3hdcoa + nad --> 3odcoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2341) or (b3846)"	"Membrane Lipid Metabolism"
"HACD5i"	" 3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)"	"[c] : 3hddcoa + nad --> 3oddcoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2341) or (b3846)"	"Membrane Lipid Metabolism"
"HACD6i"	" 3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)"	"[c] : 3htdcoa + nad --> 3otdcoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2341) or (b3846)"	"Membrane Lipid Metabolism"
"HACD7i"	" 3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)"	"[c] : 3hhdcoa + nad --> 3ohdcoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b2341) or (b3846)"	"Membrane Lipid Metabolism"
"HACD8i"	" 3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)"	"[c] : 3hodcoa + nad --> 3oodcoa + h + nadh"	"Irreversible"	"C_c"	0	1000	0	"(b3846) or (b2341)"	"Membrane Lipid Metabolism"
"HBZOPT"	"Hydroxybenzoate octaprenyltransferase"	"[c] : 4hbz + octdp --> 3ophb + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b4040)"	"Cofactor and Prosthetic Group Biosynthesis"
"HCINNMt2rpp"	" 3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)"	"3hcinnm[p] + h[p] <==> 3hcinnm[c] + h[c]"	"Reversible"	"C_c, C_p"	-1000	1000	0	"(b0353)"	"Transport, Inner Membrane"
"HCINNMtex"	" 3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm)"	"3hcinnm[e] <==> 3hcinnm[p]"	"Reversible"	"C_e, C_p"	-1000	1000	0	"(b2215) or (b0241) or (b1377) or (b0929)"	"Transport, Outer Membrane Porin"
"HCO3E"	"HCO3 equilibration reaction"	"[c] : co2 + h2o <==> h + hco3"	"Reversible"	"C_c"	-1000	1000	0	"(b0126) or (b0339)"	"Unassigned"
"HCYSMT"	"homocysteine S-methyltransferase"	"[c] : amet + hcys_DASH_L --> ahcys + h + met_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b0261)"	"Methionine Metabolism"
"HCYSMT2"	"Homocysteine Methyltransferase"	"[c] : hcys_DASH_L + mmet --> h + (2) met_DASH_L"	"Irreversible"	"C_c"	0	1000	0	"(b0261)"	"Methionine Metabolism"
"HDCAtexi"	"Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)"	"hdca[e] --> hdca[p]"	"Irreversible"	"C_e, C_p"	0	1000	0	"(b2344)"	"Transport, Outer Membrane"
"HDCEAtexi"	"Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)"	"hdcea[e] --> hdcea[p]"	"Irreversible"	"C_e, C_p"	0	1000	0	"(b2344)"	"Transport, Outer Membrane"
"HDCOAI"	"hexadecenoyl-coa cis-trans isomerization"	"[c] : hdcoa --> hdd2coa"	"Irreversible"	"C_c"	0	1000	0	"(b3846)"	"Membrane Lipid Metabolism"
"HEMEOS"	"Heme O synthase"	"[c] : frdp + h2o + pheme --> hemeO + ppi"	"Irreversible"	"C_c"	0	1000	0	"(b0428)"	"Cofactor and Prosthetic Group Biosynthesis"
"HEPK1"	"LPS heptose kinase I (LPS core synthesis)"	"[c] : atp + hhlipa --> adp + h + phhlipa"	"Irreversible"	"C_c"	0	1000	0	"(b3630)"	"Lipopolysaccharide Biosynthesis / Recycling"
"HEPK2"	"LPS heptose kinase II (LPS core synthesis)"	"[c] : atp + hphhlipa --> adp + h + phphhlipa"	"Irreversible"	"C_c"	0	1000	0	"(b3625)"	"Lipopolysaccharide Biosynthesis / Recycling"
"HEPT1"	"heptosyltransferase I (LPS core synthesis)"	"[c] : adphep_DASH_LD + lipa --> adp + h + hlipa"	"Irreversible"	"C_c"	0	1000	0	"(b3621)"	"Lipopolysaccharide Biosynthesis / Recycling"
"HEPT2"	"heptosyltransferase II (LPS core synthesis)"	"[c] : adphep_DASH_LD + hlipa --> adp + h + hhlipa"	"Irreversible"	"C_c"	0	1000	0	"(b3620)"	"Lipopolysaccharide Biosynthesis / Recycling"
"HEPT3"	"heptosyltransferase III (LPS core synthesis)"	"[c] : adphep_DASH_LD + phhlipa --> adp + h + hphhlipa"	"Irreversible"	"C_c"	0	1000	0	"(b3632)"	"Lipopolysaccharide Biosynthesis / Recycling"
"HEPT4"	"heptosyltransferase IV (LPS core synthesis)"	"[c] : adphep_DASH_LD + gggagicolipa --> adp + colipa + h"	"Irreversible"	"C_c"	0	1000	0	"(b3623)"	"Lipopolysaccharide Biosynthesis / Recycling"
